web-scraper-order,web-scraper-start-url,more-button,professor link,professor link-href,Review-Body,Date,Course-Name,For-Credit,Attendance,Take-Again,Grade,Textbook,Quality,Difficulty,more-ratings
"1714781426-1857","https://www.ratemyprofessors.com/search/professors/4466?q=*","","QUALITY4.659 ratingsRobert FarkaschPolitical ScienceUniversity of Washington100% would take again 2.9 level of difficulty","https://www.ratemyprofessors.com/professor/221313","I took 3 class with Professor Farkasch and if he offered more I would take all of them. He lectures and it is fun to listen to him, you can tell he loves the topics he is teaching. Attendence isn't mandatory but you should since it is helpful for the exams. Exams are straight forward.","Mar 30th, 2013","BBIS344","Textbook: Yes","","","","","Quality5.0","2.0",""
"1714781426-1858","https://www.ratemyprofessors.com/search/professors/4466?q=*","","QUALITY4.659 ratingsRobert FarkaschPolitical ScienceUniversity of Washington100% would take again 2.9 level of difficulty","https://www.ratemyprofessors.com/professor/221313","SUPER AWESOME PROFESSOR!! Very easy, helpful and fun! He is interesting and explains everything very well. Hands down the best professor i've had at UWB!","Mar 28th, 2013","BIS200","Textbook: No","","","","","Quality5.0","1.0",""
"1714781426-1859","https://www.ratemyprofessors.com/search/professors/4466?q=*","","QUALITY4.659 ratingsRobert FarkaschPolitical ScienceUniversity of Washington100% would take again 2.9 level of difficulty","https://www.ratemyprofessors.com/professor/221313","He's good at lecturing & gives a ton of examples, but he calls people out when they're having side conversations. The only homework is the reading he assigns & an 8-12 p paper that's a critical book review due at the end of the quarter. The midterm is pretty easy, since he tells you everything you need to know & gives the possible questions for it.","Feb 16th, 2013","BCUSP176","Textbook: No","","","","","Quality4.0","2.0",""
"1714781426-1860","https://www.ratemyprofessors.com/search/professors/4466?q=*","","QUALITY4.659 ratingsRobert FarkaschPolitical ScienceUniversity of Washington100% would take again 2.9 level of difficulty","https://www.ratemyprofessors.com/professor/221313","I absolutely LOVED this class! Went in terrified to learn about Internationl Relations but came out very well informed. Great professor always willing to help! No quizzes only 2 in class writing midterms super esay if you come to class everyday, take notes and pay attention. Ended the class with a 3.9 not what I expected!","Nov 2nd, 2012","BIS344","Textbook: No","","","","","Quality5.0","2.0",""
"1714781426-1861","https://www.ratemyprofessors.com/search/professors/4466?q=*","","QUALITY4.659 ratingsRobert FarkaschPolitical ScienceUniversity of Washington100% would take again 2.9 level of difficulty","https://www.ratemyprofessors.com/professor/221313","GREAT Teacher!! Really entertaining. If you are not very good at self-learning I wouldn't recommend his course he lectures and there is a lot of discussion. If you can't study independently you may not do well. He expects you to understand concepts and be able to portray your understanding in the written tests. 3 assignments; Two tests, one paper.","May 15th, 2012","BIS280","Textbook: Yes","","","","","Quality5.0","2.0",""
"1714781426-1862","https://www.ratemyprofessors.com/search/professors/4466?q=*","","QUALITY4.659 ratingsRobert FarkaschPolitical ScienceUniversity of Washington100% would take again 2.9 level of difficulty","https://www.ratemyprofessors.com/professor/221313","Great Teacher!! learned a lot in his class, & is really enjoyable to be around. However, he does give out a lot of readings, that are around 9-14 pages long.","Dec 22nd, 2011","BCUSP176","Textbook: Yes","","","","","Quality4.5","3.0",""
"1714781426-1863","https://www.ratemyprofessors.com/search/professors/4466?q=*","","QUALITY4.659 ratingsRobert FarkaschPolitical ScienceUniversity of Washington100% would take again 2.9 level of difficulty","https://www.ratemyprofessors.com/professor/221313","he gives insightful and really easy to understand lectures. if you already know about some global/domestic issues than this class is a piece of cake!! not much hw is given. just keep up with the readings, show up to class, take notes and everything else falls into place.","Dec 9th, 2011","ECON176","Textbook: No","","","","","Quality5.0","1.0",""
"1714781426-1864","https://www.ratemyprofessors.com/search/professors/4466?q=*","","QUALITY4.659 ratingsRobert FarkaschPolitical ScienceUniversity of Washington100% would take again 2.9 level of difficulty","https://www.ratemyprofessors.com/professor/221313","Great professor, my favorite ever. Not much homework and his lectures are very easy to listen to and follow. AND he is hilarious","Jun 13th, 2011","ECON176","Textbook: No","","","","","Quality5.0","3.0",""
"1714781426-1865","https://www.ratemyprofessors.com/search/professors/4466?q=*","","QUALITY4.659 ratingsRobert FarkaschPolitical ScienceUniversity of Washington100% would take again 2.9 level of difficulty","https://www.ratemyprofessors.com/professor/221313","This man is incredible - Literally the greatest human being of all time","Jun 13th, 2011","GOVGOV","Textbook: No","","","","","Quality5.0","4.0",""
"1714781426-1866","https://www.ratemyprofessors.com/search/professors/4466?q=*","","QUALITY4.659 ratingsRobert FarkaschPolitical ScienceUniversity of Washington100% would take again 2.9 level of difficulty","https://www.ratemyprofessors.com/professor/221313","Farkasch is a boss! He is an amazing speaker and even better, he didn't give us homework in Global Econ. We only had a couple tests and a paper at the end of the quarter. He is funny, lighthearted, and just a really cool guy overall. Sit at the front because then you will get a chance to talk to him and see how laid back he is.","Mar 13th, 2011","GECON1","Textbook: No","","","","","Quality5.0","3.0",""
"1714781426-1867","https://www.ratemyprofessors.com/search/professors/4466?q=*","","QUALITY4.659 ratingsRobert FarkaschPolitical ScienceUniversity of Washington100% would take again 2.9 level of difficulty","https://www.ratemyprofessors.com/professor/221313","I had him for both American Government and Global Economics one quarter, and that has been my favorite quarter by far! He's fascinating to listen to, and is very straightforward on what he wants from you as a student. Put in a little effort, and you'll be rewarded.  Just a lot of reading, and a large paper due at the end of the quarter.","Jun 24th, 2010","BCUSP175","Textbook: Yes","","","","","Quality5.0","4.0",""
"1714781426-1868","https://www.ratemyprofessors.com/search/professors/4466?q=*","","QUALITY4.659 ratingsRobert FarkaschPolitical ScienceUniversity of Washington100% would take again 2.9 level of difficulty","https://www.ratemyprofessors.com/professor/221313","Very well-spoken and super interesting. Plays devil's advocate during lectures. If you show up to class and give it a good go he will reward your effort. Very willing to discuss concerns with students, is respectful and brings the subject back around even when class participants say  some really dumbass things.","Mar 15th, 2010","BBIS344","Textbook: No","","","","","Quality4.5","2.0",""
"1714781426-1869","https://www.ratemyprofessors.com/search/professors/4466?q=*","","QUALITY4.659 ratingsRobert FarkaschPolitical ScienceUniversity of Washington100% would take again 2.9 level of difficulty","https://www.ratemyprofessors.com/professor/221313","Ok everyone elses review was wrong, He is a good teacher i will give everyone that but his class arguably was one of the most boring things i have ever been to. and there is a fat 12 page essay at the end of the quarter that was ridiculous. Have fun this quarter if he is your teacher.","Dec 31st, 2009","GOV175","Textbook: No","","","","","Quality2.5","3.0",""
"1714781426-1870","https://www.ratemyprofessors.com/search/professors/4466?q=*","","QUALITY4.659 ratingsRobert FarkaschPolitical ScienceUniversity of Washington100% would take again 2.9 level of difficulty","https://www.ratemyprofessors.com/professor/221313","Great teacher, really wants you to understand what he's teaching-passionate about his class.","Dec 10th, 2009","BCUSP176","Textbook: No","","","","","Quality5.0","5.0",""
"1714781426-1871","https://www.ratemyprofessors.com/search/professors/4466?q=*","","QUALITY4.659 ratingsRobert FarkaschPolitical ScienceUniversity of Washington100% would take again 2.9 level of difficulty","https://www.ratemyprofessors.com/professor/221313","Easy to tune out and sit in class and do nothing, long essays, incorporate readings into tests and will be fine.","Dec 7th, 2009","BIS105","Textbook: No","","","","","Quality2.5","4.0",""
"1714781426-1872","https://www.ratemyprofessors.com/search/professors/4466?q=*","","QUALITY4.659 ratingsRobert FarkaschPolitical ScienceUniversity of Washington100% would take again 2.9 level of difficulty","https://www.ratemyprofessors.com/professor/221313","Hella intelligent and well spoken","Dec 2nd, 2009","AMGOVBCUS","Textbook: Yes","","","","","Quality5.0","2.0",""
"1714781426-1873","https://www.ratemyprofessors.com/search/professors/4466?q=*","","QUALITY4.659 ratingsRobert FarkaschPolitical ScienceUniversity of Washington100% would take again 2.9 level of difficulty","https://www.ratemyprofessors.com/professor/221313","Awesome stories, can seem doom and gloom, but really puts certain topics into reality. Touched on Rwanda, impacts of the UN, overall fantastic. I got an A in his class, the key lesson = read lecture notes he posts and attend class most who did bad was because of not knowing lectures, remember a few authors, answer exam questions before test day.","Nov 25th, 2009","BIS344","Textbook: No","","","","","Quality5.0","4.0",""
"1714781426-1874","https://www.ratemyprofessors.com/search/professors/4466?q=*","","QUALITY4.659 ratingsRobert FarkaschPolitical ScienceUniversity of Washington100% would take again 2.9 level of difficulty","https://www.ratemyprofessors.com/professor/221313","He is tough but I think it is for the best. He pushes his students to do better and I appreciate that, although my brain often hurt after lectures ;) I think we need more prof's like him to avoid the brain drian.","Jun 12th, 2009","BIS362","Textbook: Yes","","","","","Quality4.0","5.0",""
"1714781426-1875","https://www.ratemyprofessors.com/search/professors/4466?q=*","","QUALITY4.659 ratingsRobert FarkaschPolitical ScienceUniversity of Washington100% would take again 2.9 level of difficulty","https://www.ratemyprofessors.com/professor/221313","Tells stories relevant to the lecture to make difficult ideas more comprehensible and interesting. A good man and a good teacher. Exams are straightforward.","Apr 28th, 2009","BIS362","Textbook: Yes","","","","","Quality5.0","4.0",""
"1714781426-1876","https://www.ratemyprofessors.com/search/professors/4466?q=*","","QUALITY4.659 ratingsRobert FarkaschPolitical ScienceUniversity of Washington100% would take again 2.9 level of difficulty","https://www.ratemyprofessors.com/professor/221313","Excellent instructor. Everyones' comment clearly explain what an awesome professor he is. He does lecture a lot, but he is one of the few instructors that can pull that off without boring you. Definitely take one of his classes.","Dec 1st, 2008","BIS393","Textbook: No","","","","","Quality5.0","5.0",""
"1714781426-1877","https://www.ratemyprofessors.com/search/professors/4466?q=*","","QUALITY4.659 ratingsRobert FarkaschPolitical ScienceUniversity of Washington100% would take again 2.9 level of difficulty","https://www.ratemyprofessors.com/professor/221313","He makes class very interesting with his love for the subject.  I can sit in his class all day and not want to leave.  Great class discussions and he grades pretty well if yo interact. TAKE HIM!","Oct 13th, 2008","BIS344","Textbook: Yes","","","","","Quality5.0","2.0",""
"1714781426-1878","https://www.ratemyprofessors.com/search/professors/4466?q=*","","QUALITY4.659 ratingsRobert FarkaschPolitical ScienceUniversity of Washington100% would take again 2.9 level of difficulty","https://www.ratemyprofessors.com/professor/221313","Great professor, the best I've taken so far at UWB.","Jun 19th, 2008","BIS393","Textbook: Yes","","","","","Quality5.0","1.0",""
"1714781426-1879","https://www.ratemyprofessors.com/search/professors/4466?q=*","","QUALITY4.659 ratingsRobert FarkaschPolitical ScienceUniversity of Washington100% would take again 2.9 level of difficulty","https://www.ratemyprofessors.com/professor/221313","This guy is not only a great teacher, but also he is funny and very attractive!","Jun 19th, 2008","BIS393","Textbook: Yes","","","","","Quality5.0","2.0",""
"1714781426-1880","https://www.ratemyprofessors.com/search/professors/4466?q=*","","QUALITY4.659 ratingsRobert FarkaschPolitical ScienceUniversity of Washington100% would take again 2.9 level of difficulty","https://www.ratemyprofessors.com/professor/221313","He is the man people! if you want to learn about current stuff this guy know his subject. Extremely knowledgeable, very caring, charismatic individual. By far the best Professor the program can offer.","Apr 28th, 2008","BIS393","Textbook: Yes","","","","","Quality5.0","1.0",""
"1714781426-1881","https://www.ratemyprofessors.com/search/professors/4466?q=*","","QUALITY4.659 ratingsRobert FarkaschPolitical ScienceUniversity of Washington100% would take again 2.9 level of difficulty","https://www.ratemyprofessors.com/professor/221313","Extremely great professor.The best I've taken so far. Very Interesting and engaging lectures. Don't graduate without taken  one of Dr.Farkasch's classes you won't regret it!","Apr 28th, 2008","BIS344","Textbook: Yes","","","","","Quality5.0","1.0",""
"1714781426-1882","https://www.ratemyprofessors.com/search/professors/4466?q=*","","QUALITY4.659 ratingsRobert FarkaschPolitical ScienceUniversity of Washington100% would take again 2.9 level of difficulty","https://www.ratemyprofessors.com/professor/221313","The best instructor at UWB hands down. A must take class any of them!","Apr 28th, 2008","BIS338","Textbook: Yes","","","","","Quality5.0","2.0",""
"1714781426-1883","https://www.ratemyprofessors.com/search/professors/4466?q=*","","QUALITY4.659 ratingsRobert FarkaschPolitical ScienceUniversity of Washington100% would take again 2.9 level of difficulty","https://www.ratemyprofessors.com/professor/221313","My favorite Prof! This guy is straight up, and only wants to know that you are reading the material and making connections.  He is fair, caring, and gives the benefit of doubt for the first exams.  His teachings are current, and apply to what is actually going on in the world today, in many different aspects.  I have learned a great deal from him!","Apr 6th, 2008","BISMANY","Textbook: Yes","","","","","Quality5.0","4.0",""
"1714781426-1884","https://www.ratemyprofessors.com/search/professors/4466?q=*","","QUALITY4.659 ratingsRobert FarkaschPolitical ScienceUniversity of Washington100% would take again 2.9 level of difficulty","https://www.ratemyprofessors.com/professor/221313","If you want to learn about IR this is this is the way to go. This guy is by far, the best teacher around. His other courses are great too,Political Ideas and a Terrorism class. Funny, smart and extremely helpful!","Feb 25th, 2008","IR344","Textbook: No","","","","","Quality5.0","3.0",""
"1714781426-1885","https://www.ratemyprofessors.com/search/professors/4466?q=*","","QUALITY4.659 ratingsRobert FarkaschPolitical ScienceUniversity of Washington100% would take again 2.9 level of difficulty","https://www.ratemyprofessors.com/professor/221313","Lectures are more of a discussion format, tends to really wonder off course of the lecture outline.  Sometimes ""know-it-all"" students in class will not shut up and next thing you know class is over and you didn't cover anything.  As long as you read all the articles and lecture notes, a 3.5-4.0 in this class should be a piece of cake.","Jan 10th, 2008","BIS324","Textbook: No","","","","","Quality5.0","1.0",""
"1714781426-1886","https://www.ratemyprofessors.com/search/professors/4466?q=*","","QUALITY4.659 ratingsRobert FarkaschPolitical ScienceUniversity of Washington100% would take again 2.9 level of difficulty","https://www.ratemyprofessors.com/professor/221313","Loved the lectures and learned a lot. I would have liked more quizzes but the exams were straight forward.","Apr 21st, 2007","BIS362","Textbook: Yes","","","","","Quality5.0","5.0",""
"1714781426-1887","https://www.ratemyprofessors.com/search/professors/4466?q=*","","QUALITY4.659 ratingsRobert FarkaschPolitical ScienceUniversity of Washington100% would take again 2.9 level of difficulty","https://www.ratemyprofessors.com/professor/221313","Very straightforward course.  Basic stuff that's useful to know, and the prof is good at delivering it.  Don't expect too much intellectual challenge, but do expect to learn what you need to learn.","Apr 2nd, 2007","BIS344","Textbook: Yes","","","","","Quality4.5","1.0",""
"1714781426-1888","https://www.ratemyprofessors.com/search/professors/4466?q=*","","QUALITY4.659 ratingsRobert FarkaschPolitical ScienceUniversity of Washington100% would take again 2.9 level of difficulty","https://www.ratemyprofessors.com/professor/221313","Very insightful and engaging. His lectures are almost always interesting, and is at times humorous. He does demand a lot of reading, but has relatively few actual assignments. His grading is very fair and can be easy if you've done any of the reading. Highly recommend.","Mar 14th, 2007","GP344","Textbook: Yes","","","","","Quality5.0","4.0",""
"1714781426-1889","https://www.ratemyprofessors.com/search/professors/4466?q=*","","QUALITY4.659 ratingsRobert FarkaschPolitical ScienceUniversity of Washington100% would take again 2.9 level of difficulty","https://www.ratemyprofessors.com/professor/221313","He's an awesome prof. Class is interesting if you actually do the homework. Very helpful, friendly, smart and actually gets to know the students.","Mar 13th, 2007","BIS344","Textbook: Yes","","","","","Quality5.0","4.0",""
"1714781426-1890","https://www.ratemyprofessors.com/search/professors/4466?q=*","","QUALITY4.659 ratingsRobert FarkaschPolitical ScienceUniversity of Washington100% would take again 2.9 level of difficulty","https://www.ratemyprofessors.com/professor/221313","Lectures very boring and lack passion on subject matter. Lectures also do not help make reading material more interesting. As a business student forced to take BIS electives you will find class debates concering captialism vs marxism/feminism annoying.","Mar 9th, 2007","BIS344","Textbook: Yes","","","","","Quality1.0","3.0",""
"1714781426-1891","https://www.ratemyprofessors.com/search/professors/4466?q=*","","QUALITY4.659 ratingsRobert FarkaschPolitical ScienceUniversity of Washington100% would take again 2.9 level of difficulty","https://www.ratemyprofessors.com/professor/221313","Great prof. very helpful, down to earth, supportive, enthusiastic, understanding. Very knowledgeable in International Relations.","May 14th, 2006","INTERNRELATION","","","","","","Quality5.0","3.0",""
"1714781426-1892","https://www.ratemyprofessors.com/search/professors/4466?q=*","","QUALITY4.659 ratingsRobert FarkaschPolitical ScienceUniversity of Washington100% would take again 2.9 level of difficulty","https://www.ratemyprofessors.com/professor/221313","Not very understanding when uncontrolable events occur","Dec 5th, 2005","POLSC115","","","","","","Quality2.0","5.0",""
"1714781426-1893","https://www.ratemyprofessors.com/search/professors/4466?q=*","","QUALITY4.659 ratingsRobert FarkaschPolitical ScienceUniversity of Washington100% would take again 2.9 level of difficulty","https://www.ratemyprofessors.com/professor/221313","Dr. Farkasch has a great deal of enthusiasm, and while his lectures can meander at times, you always come away feeling like you've learned something.  Fantastic instructor, very knowledgable, very Canadian.  :)","Dec 1st, 2005","BIS344","","","","","","Quality3.5","4.0",""
"1714781426-1894","https://www.ratemyprofessors.com/search/professors/4466?q=*","","QUALITY4.659 ratingsRobert FarkaschPolitical ScienceUniversity of Washington100% would take again 2.9 level of difficulty","https://www.ratemyprofessors.com/professor/221313","I had no interet in international relations before taking Prof. Farkasch's class but now I'm hooked. Take his classes and open up to the world of global studies.","Nov 8th, 2005","BIS344","","","","","","Quality5.0","4.0",""
"1714781426-1895","https://www.ratemyprofessors.com/search/professors/4466?q=*","","QUALITY4.659 ratingsRobert FarkaschPolitical ScienceUniversity of Washington100% would take again 2.9 level of difficulty","https://www.ratemyprofessors.com/professor/221313","Informative lectures. He's taking the year off which sucks since the other course offerings are a bit weak for Fall and Winter.","Jun 13th, 2004","POL362","","","","","","Quality5.0","3.0",""
"1714781426-1896","https://www.ratemyprofessors.com/search/professors/4466?q=*","","QUALITY4.659 ratingsRobert FarkaschPolitical ScienceUniversity of Washington100% would take again 2.9 level of difficulty","https://www.ratemyprofessors.com/professor/221313","Great Prof! Brought a wealth of knowledge to the class even though he's Canadian. LOL","May 18th, 2004","362","","","","","","Quality5.0","4.0",""
"1714781426-1897","https://www.ratemyprofessors.com/search/professors/4466?q=*","","QUALITY4.659 ratingsRobert FarkaschPolitical ScienceUniversity of Washington100% would take again 2.9 level of difficulty","https://www.ratemyprofessors.com/professor/221313","While the readings were difficult at times, Prof. Farkasch was able to explain them in light of recent events in the news.","Jun 18th, 2003","IPE","","","","","","Quality5.0","3.0",""
"1714781426-1898","https://www.ratemyprofessors.com/search/professors/4466?q=*","","QUALITY4.659 ratingsRobert FarkaschPolitical ScienceUniversity of Washington100% would take again 2.9 level of difficulty","https://www.ratemyprofessors.com/professor/221313","Very bright and approachable prof. Knows his stuff!","Jun 12th, 2003","BLS324","","","","","","Quality5.0","4.0",""
"1714781452-1899","https://www.ratemyprofessors.com/search/professors/4466?q=*","","QUALITY3.511 ratingsJim MillerBusinessUniversity of WashingtonN/A would take again 3.3 level of difficulty","https://www.ratemyprofessors.com/professor/219027","You have to pay attention to his lectures, and you'll do fine.","Mar 28th, 2016","BBUS451","For Credit: Yes","Attendance: Not Mandatory","Grade: A+","Grade: A+","","Quality4.0","4.0",""
"1714781452-1900","https://www.ratemyprofessors.com/search/professors/4466?q=*","","QUALITY3.511 ratingsJim MillerBusinessUniversity of WashingtonN/A would take again 3.3 level of difficulty","https://www.ratemyprofessors.com/professor/219027","easy to understand the lecture. Just pay attention to the exams. Some HWs are really hard.","Jun 23rd, 2015","BBUS451","For Credit: Yes","Attendance: Not Mandatory","Textbook: Yes","Textbook: Yes","","Quality4.5","1.0",""
"1714781452-1901","https://www.ratemyprofessors.com/search/professors/4466?q=*","","QUALITY3.511 ratingsJim MillerBusinessUniversity of WashingtonN/A would take again 3.3 level of difficulty","https://www.ratemyprofessors.com/professor/219027","One of my favorite professors. Very reasonable work load. Exams are very easy because cheat sheet is given. He also gives out slide decks and practice problems each class which is very helpful. Must be willing to learn on your own, though.","Jun 14th, 2012","BUS350","Textbook: Yes","","","","","Quality4.0","3.0",""
"1714781452-1902","https://www.ratemyprofessors.com/search/professors/4466?q=*","","QUALITY3.511 ratingsJim MillerBusinessUniversity of WashingtonN/A would take again 3.3 level of difficulty","https://www.ratemyprofessors.com/professor/219027","This is definitely a class you need to pay attention in! If you dont pay attention for just one class you fall insanely behind. He teaches as if the students already know the material, rather than to the lowest common demeanor. His teaching style is meant for people that can learn on their own.","May 21st, 2012","BUS350","Textbook: No","","","","","Quality2.0","5.0",""
"1714781452-1903","https://www.ratemyprofessors.com/search/professors/4466?q=*","","QUALITY3.511 ratingsJim MillerBusinessUniversity of WashingtonN/A would take again 3.3 level of difficulty","https://www.ratemyprofessors.com/professor/219027","Very well taught class that centered around corporate finance principles. Any questions asked were answered in detail. Probably more of a graduate level teacher as his knowledge is very extensive and the topics broached were not entry level. All around good teacher, easy to approach and well thought out course presentation.","May 29th, 2011","BBUS505","Textbook: Yes","","","","","Quality5.0","3.0",""
"1714781452-1904","https://www.ratemyprofessors.com/search/professors/4466?q=*","","QUALITY3.511 ratingsJim MillerBusinessUniversity of WashingtonN/A would take again 3.3 level of difficulty","https://www.ratemyprofessors.com/professor/219027","cannot teach, and does not seem to want to teach","Mar 30th, 2011","BBUS454","Textbook: Yes","","","","","Quality1.0","4.0",""
"1714781452-1905","https://www.ratemyprofessors.com/search/professors/4466?q=*","","QUALITY3.511 ratingsJim MillerBusinessUniversity of WashingtonN/A would take again 3.3 level of difficulty","https://www.ratemyprofessors.com/professor/219027","Makes the material understandable.   Shows all his work on the board and is willing to show the class how to do any problem that someone doesn't understand.  Tests are multiple choice, very reasonable.","Nov 13th, 2006","BBUS451","Textbook: Yes","","","","","Quality5.0","2.0",""
"1714781452-1906","https://www.ratemyprofessors.com/search/professors/4466?q=*","","QUALITY3.511 ratingsJim MillerBusinessUniversity of WashingtonN/A would take again 3.3 level of difficulty","https://www.ratemyprofessors.com/professor/219027","I liked this professor and the course. The lessons were well communicated and example problems were carefully explained.","Jul 18th, 2006","BBUS451","","","","","","Quality5.0","3.0",""
"1714781452-1907","https://www.ratemyprofessors.com/search/professors/4466?q=*","","QUALITY3.511 ratingsJim MillerBusinessUniversity of WashingtonN/A would take again 3.3 level of difficulty","https://www.ratemyprofessors.com/professor/219027","Knows his stuff!  Study hard, his tests will stretch your knowledge.  You will learn a lot if you do the work.","Aug 23rd, 2005","BBUS451","Attendance: Mandatory","","","","","Quality4.0","4.0",""
"1714781452-1908","https://www.ratemyprofessors.com/search/professors/4466?q=*","","QUALITY3.511 ratingsJim MillerBusinessUniversity of WashingtonN/A would take again 3.3 level of difficulty","https://www.ratemyprofessors.com/professor/219027","He really knows his stuff though is tough to understand. If you blink for a sec you'll probablly miss something he'll never explain again. He doesn't show all his work and does it really fast. Doesn't grade all assignments but you better keep up with it or you'll fail.","Mar 23rd, 2005","CORPFINANCE","","","","","","Quality2.0","4.0",""
"1714781452-1909","https://www.ratemyprofessors.com/search/professors/4466?q=*","","QUALITY3.511 ratingsJim MillerBusinessUniversity of WashingtonN/A would take again 3.3 level of difficulty","https://www.ratemyprofessors.com/professor/219027","Not recommended!
 Always makes things a lot more harder than it used to be. Rarely reply email in which students face difficulty to ask for his help. Never show calculation on his work!
 Sucks!","Dec 14th, 2003","FINANCE","","","","","","Quality1.5","3.0",""
"1714781459-1910","https://www.ratemyprofessors.com/search/professors/4466?q=*","","QUALITY3.313 ratingsSteve HollandBusinessUniversity of Washington100% would take again 3.8 level of difficulty","https://www.ratemyprofessors.com/professor/219026","Professor Holland is professional and rich with knowledge. This class involved reading lots of Harvard case studies but were very interesting! I learned important concepts in every lecture and found his lectures inspirational and fun. He is fair but will challenge you to critically think and show your understanding of concepts. Awesome professor!","Jun 12th, 2018","BBUS453","For Credit: Yes","Attendance: Not Mandatory","Would Take Again: Yes","Would Take Again: Yes","Textbook: Yes","Quality5.0","3.0",""
"1714781459-1911","https://www.ratemyprofessors.com/search/professors/4466?q=*","","QUALITY3.313 ratingsSteve HollandBusinessUniversity of Washington100% would take again 3.8 level of difficulty","https://www.ratemyprofessors.com/professor/219026","Great at discussions, just pay attention and do homework.","May 27th, 2015","BUS463","For Credit: Yes","Attendance: Not Mandatory","Grade: A+","Grade: A+","","Quality3.5","3.0",""
"1714781459-1912","https://www.ratemyprofessors.com/search/professors/4466?q=*","","QUALITY3.313 ratingsSteve HollandBusinessUniversity of Washington100% would take again 3.8 level of difficulty","https://www.ratemyprofessors.com/professor/219026","He is not a helpful professor. He thinks that he is the smartesr guy in the class, he always say there is no right and wrong answer, but he only has one answer in his mind. If you have great points to support your idea, but is not the idea he wants, you will get bad grade","May 8th, 2014","BBUS453","Attendance: Mandatory","Textbook: Yes","","","","Quality1.0","5.0",""
"1714781459-1913","https://www.ratemyprofessors.com/search/professors/4466?q=*","","QUALITY3.313 ratingsSteve HollandBusinessUniversity of Washington100% would take again 3.8 level of difficulty","https://www.ratemyprofessors.com/professor/219026","The worst ever!I participated every class and never missed any hw. He gave me a 3.0 and gave other student a 3.7 while our answers were exactly same.Do not argue with him-you won't get a reasonable explanation! He will give you very low grade on all your assignments! You do not get to complain about it because he is in charge of the department!","Feb 2nd, 2014","BBUS453","Attendance: Mandatory","Grade: B+","Textbook: Yes","Textbook: Yes","","Quality1.0","4.0",""
"1714781459-1914","https://www.ratemyprofessors.com/search/professors/4466?q=*","","QUALITY3.313 ratingsSteve HollandBusinessUniversity of Washington100% would take again 3.8 level of difficulty","https://www.ratemyprofessors.com/professor/219026","This class was really fun because it was completely based on HBS case studies.  Mr. Holland has a distinct way in grading, but you'll do find as long as you listen to his feedbacks and stay engaged during class discussions.  Don't take his class if you want an easy A!","Jan 7th, 2011","BBUS453","Textbook: Yes","","","","","Quality5.0","1.0",""
"1714781459-1915","https://www.ratemyprofessors.com/search/professors/4466?q=*","","QUALITY3.313 ratingsSteve HollandBusinessUniversity of Washington100% would take again 3.8 level of difficulty","https://www.ratemyprofessors.com/professor/219026","He is just awesome. It is definitely challenging and fun. You will learn a lot from him.","Sep 30th, 2010","ECON200","Textbook: Yes","","","","","Quality5.0","4.0",""
"1714781459-1916","https://www.ratemyprofessors.com/search/professors/4466?q=*","","QUALITY3.313 ratingsSteve HollandBusinessUniversity of Washington100% would take again 3.8 level of difficulty","https://www.ratemyprofessors.com/professor/219026","I really felt that his contribution to my education in business was nominal. I took him for macroecon and it really didn't teach me about the subject at all. He tells you how something is and rather than you understanding it and analyzing what's really going on, he just wants you to regurgitate the information he gives you. His exams are HARD.","Jun 11th, 2010","ECON220","Textbook: No","","","","","Quality2.5","5.0",""
"1714781459-1917","https://www.ratemyprofessors.com/search/professors/4466?q=*","","QUALITY3.313 ratingsSteve HollandBusinessUniversity of Washington100% would take again 3.8 level of difficulty","https://www.ratemyprofessors.com/professor/219026","i took his macroecon class and he was just awesome. Trust me. he is very helpful and clear. After u take his class, u will love macroecon.","Mar 20th, 2010","BBUS200","Textbook: Yes","","","","","Quality5.0","4.0",""
"1714781459-1918","https://www.ratemyprofessors.com/search/professors/4466?q=*","","QUALITY3.313 ratingsSteve HollandBusinessUniversity of Washington100% would take again 3.8 level of difficulty","https://www.ratemyprofessors.com/professor/219026","he is just awesome.i dont get why ppl rate him so low.","Dec 30th, 2009","ECO200","Textbook: Yes","","","","","Quality5.0","3.0",""
"1714781459-1919","https://www.ratemyprofessors.com/search/professors/4466?q=*","","QUALITY3.313 ratingsSteve HollandBusinessUniversity of Washington100% would take again 3.8 level of difficulty","https://www.ratemyprofessors.com/professor/219026","No Comments","Mar 27th, 2006","FIN","","","","","","Quality1.0","5.0",""
"1714781459-1920","https://www.ratemyprofessors.com/search/professors/4466?q=*","","QUALITY3.313 ratingsSteve HollandBusinessUniversity of Washington100% would take again 3.8 level of difficulty","https://www.ratemyprofessors.com/professor/219026","Very knowledgeable about fin. markets and banks, but is very arrogant. There is only 1 correct answer (his). Tests are 100% about memorization of facts/lists/pros+cons and not about concepts. Frustrating. Call-on-me points are 10% of your grade and a waste of time. Interesting subject matter, but boring and ineffective class. Glad it's over.","Mar 16th, 2006","BBUS453","","","","","","Quality2.5","4.0",""
"1714781459-1921","https://www.ratemyprofessors.com/search/professors/4466?q=*","","QUALITY3.313 ratingsSteve HollandBusinessUniversity of Washington100% would take again 3.8 level of difficulty","https://www.ratemyprofessors.com/professor/219026","Extremely Arogant - His way or the highway.  Can not trust him...","Feb 5th, 2006","XXX","","","","","","Quality1.0","3.0",""
